review,Sentiment
Informative and easy to understand. Very useful,Positive
"""It a nice app to have on your phone you don't have to carry dictionary book with you, it has helped me alot so l recommend you to download this app.""",Positive
It helps a lot when coming around big words you can't handle,Positive
"""Rubbish. You need to pay 15,250 LBP just to use it offline, audio pronunciation, premium support, and no ads.""",Negative
"""You can easily make reference to the online application and process. Good innovation ( users friendly, open platform )""",Positive
This is really a fantastic app with at least 50 words to learn shown per day. I appreciate it so much.,Positive
"""this app is so useless. i cant look up words offline. Even online, the response speed for word search is very poor.""",Negative
"""this app is so useless",Negative
" Even online, the response speed for word search is very poor",Negative
"""Pathetic experience of ads in first attempt, uninstalling this app within 5 min of installation,go for the wordweb app for better results.""",Negative
Great brain activity!,Positive
Useful and easy to use. The upgrade to premium totally worths it. Possibly the best dictionary app.,Positive
Useful and easy to use,Positive
 The upgrade to premium totally worths it,Positive
 Possibly the best dictionary app,Positive
"""Very good dictionary, i had to download the offline data so i can use it. Perfect work thanks to the developer .""",Positive
Amazing Dictionary. I love this!,Positive
I am very disappointed. Many words i look up are not found. They are not unusual. Really very simple words. For this reason i uninstalled the app.,Negative
"""fantastic it has many worlds indeed examples.. love but hard for beginners,,,, thank you,,,""",Positive
"""This is good and educative, getting new idears day by day""",Positive
"""Complete rubbish....asking to access phone contacts. It is stated"""" Offline"""" but it is a big fat lie..doesn't work offline ",Negative
"""Very good dictionary and have a great idea for a viewing of the meaning of a word like present, appreciate, appointment,app.""",Positive
very beneficial educational app. I like it very much than the other dictionaries.,Positive
very beneficial educational app,Positive
 I like it very much than the other dictionaries,Positive
This app is terrible. Doesnt work offline. Ads keep coming in each search.,Negative
Easy to use and definitions of words are direct or straight forward.,Positive
Poor quality you can not find other words,Negative
"""It has very fast searching feature, explanations are very clear and it shows meanings of related word also.""",Positive
"""Functions as you would expect, is stable, well presented and has extra features I am finding useful.""",Positive
"""It has been crashing often, but by far a superior dictionary with derivations and great example use.""",Crash Report
"""Simple, clean, easy to use; all the things that make a reference app great.""",Positive
Worst app. Ads makes it even more worst. Starkly app it is.,Negative
It's great and very helpful I learn a new word everyday!,Positive
It would be great have the audio for each word. I am glad about learning one specific word per day! Good app ,Positive
It is horrible. There is supposed to be audio pronunciation and available offline,Negative
"""its a very good app, allows you to spontaneously learn something every day, which increases your vocabulary""",Positive
This app has been great and I use it especially when I don't have a dictionary around I'm astonished with how it works,Positive
An excellent dictionary and it explains well,Positive
That's useful for me an as well as for my kids...!!! I always prefer this dictionary...!!! As well as its hard copy also...!!! ,Positive
That's useful for me an as well as for my kids,Positive
!!! I always prefer this dictionary,Positive
very bad experience.. they are asking for money for offline mode.. So uninstalling.. Don't waste your time by installing this app..,Negative
word-of-the-day is annoying and too simple. no way to turn it off or control education level. words often not found,Negative
I really had a bad experience of using this app. there are a lot of ads you have to keep data on. suppositionaly should be awesome because Oxford wellborn university,Negative
"""yeah Oxford dictionary is very useful ,good, and very reliable and meaningful for users I always recommend it to people who want to use dictionary I like it because it is clear in meaning""",Positive
Exceptional Defintions and quick work. It is my favourite dictionary app and it is easy to navigate through.,Positive
Exceptional Defintions and quick work,Positive
 It is my favourite dictionary app and it is easy to navigate through,Positive
The given examples are pretty useful to get to the right meanings of a word and contexts. I would welcome oxford thesarus app.,Positive
The given examples are pretty useful to get to the right meanings of a word and contexts,Positive
This app has been so useful to my career development as an administrator particularly during corresponds and when jotting minutes.,Positive
"""excellent app. worth every penny. if you are hesitant, just get it, you will not be disappointed""",Positive
Great dictionary. Even better than my trusty hard copy. Much easier to search.,Positive
it's a useless app. It have so much ads. that make it unviable. full screen ads. under screen adds. and aggressive adds.,Negative
it's a useless app,Negative
This bloody app most of the Times doesn't work in offline mode. Works Just very rarely in offline mode. Guys don't install this. This is utter waste app,Negative
easy to look for meanings and pronunciation. very good app for both Teachers & students.,Positive
The dictionary has the features I was looking for. It is better to have it than a hard copy that can give you hard time keeping it.,Positive
The dictionary has the features I was looking for,Positive
 It is better to have it than a hard copy that can give you hard time keeping it,Positive
Very useful and easy to use. Clear meanings and example sentences are given.,Positive
Very useful and easy to use,Positive
 Clear meanings and example sentences are given,Positive
Quick and handy. A great app for book lovers to understand the authors exact expression,Positive
Quick and handy,Positive
 A great app for book lovers to understand the authors exact expression,Positive
"""Nice to find meaning in our mobile, this app is very useful in finding meaning rather than using harcopy dictionaries.""",Positive
This app is very useful to me. when I want to know a word meanings I can see in a few minute.,Positive
Quick and easy reference to meaning and etymology of words.,Positive
So far the idea of word of the day is excellent. I do understand the context of word use much better.,Positive
Such a good app and relaxing. It is easy to use and makes me happy when am using it. Oxford is the best,Positive
Such a good app and relaxing,Positive
 It is easy to use and makes me happy when am using it,Positive
 Oxford is the best,Positive
"""Very poor UI, Slow search, what a waste of space. PS: i understand importance of charging, but will the UI improve after i pay.""",Negative
"""Very poor UI, Slow search, what a waste of space",Negative
Extremely helpful! I have been using it from last 5 years. It's great!,Positive
Really good descriptions,Positive
"""Easy to use, words actualised, and offers word of the day.""",Positive
Horrible. Can't search anything. Every now and then it keeps asking to subscribe premium.,Negative
It's useless app. Waste of time . It takes much time in searching. Other better dictionaries are available here,Negative
it's very nice app I will recommend to all because they show that word are of which parts of speech and tell that meaning either than that if we don't know how to pronounce the word they fo it for us .it's very nice,Positive
Very good app indeed and also helps in improving your English language. All students schooling needs this app to help improve their Grammar,Positive
It's much easy to refer and the illustrations are simple.,Positive
"""This app is very convenient for finding definitions to words, also quickly.""",Positive
"""Awesome Work Developers. Great application - good definition, small and offline too.""",Appreciation
" Great application - good definition, small and offline too",Positive
Really good. It gives more than one meaning of a word and gives synonyms and antonyms,Positive
Great dictionary giving the information i always need. Good functionality in the app.,Positive
Great dictionary giving the information i always need,Positive
They should also add the offline mode. Add it is slow too.,Feature Suggestion
Oxford dictionary of English is a good app,Positive
very helpful with new words and the way it introduces a new word every day,Positive
This app is very useful to me,Positive
"""Incredibly useful, I've bought the full version after a 6 month trial.""",Positive
"""Very good app, easy to find things you want, dark mode available.""",Positive
"""Easy to use , user friendly and its content is up to date..""",Positive
It is indeed a made easy one it makes finding of words so easy,Positive
Really good for daily use and for English classes of any sort as well. Nothing negative to report so far ,Positive
it's truely useful guys once you install it you will never think of getting out of it and guys or helps me a lot in every single word,Positive
Extremely slow and incredibly keen to pop up ads right bbefore you can click any button.,Negative
"""Extremely disturbing ads, makes it totally unusable. And gives me no reason to pay and support such a terrible app.""",Negative
Great app that I installed to sort those arguments over dubious Scrabble Words. It's really surprising the words that are in this dictionary.,Positive
Great app that I installed to sort those arguments over dubious Scrabble Words,Positive
 It's really surprising the words that are in this dictionary,Positive
My experience is very bad It doesn't provide free offline dictionary. And charges are very high....,Negative
"""nice app,any words i needed are there,and 100% sure, but too much ads,pls find a solution to that""",Positive
"""I love it so much. Good description, good example, and easy understand.""",Positive
Very accurate and grammatically informative,Positive
"""Very good dictionary app, With short and straight meaning""",Positive
Trashy slow ad filled app. Its 2020 but the app interface is like 2000's ad filled internet browser,Negative
The explanations you provide are simple and clear,Positive
Really good app. Now I dont have to waste time to search in hardcopy.... It helps alot... thank you so much... ,Positive
I Really like this app. very easy and useful to learn the words .,Positive
Amazing app... very useful for students and other peoples also who's are interested in English language....,Positive
"""It's a wonderful application that translates excellently, but can still be improved on.""",Positive
A good and reliable app. No problems with it whatsoever,Positive
Very Helpful . Precise and Subtle . Adds to vocabulary and knowledge,Positive
Terrible app. Totally dominated with ads to the point where it is unusable.,Negative
"""I love the Oxford Dictionary, and I hope that the app version would improve soon.""",Positive
"""Very concise , good and useful dictionary. Nobody must miss downloading the same.""",Positive
"""Great work developers I think if u guys can make the antonyms and synonym available to the words where applicable would make it a perfect companion""",Appreciation
"""It stopped working properly a couple of weeks ago, i.e. Nothing is displayed.""",Crash Report
Good. Very helpful and handy for improving English communication.,Positive
Nice and easy to use. Such a great assistance in everything English. Excellent,Positive
It's a very stupid app to search the word in the dictionary it does not come if u need to keep up the app u need to make it offline fast-paced,Negative
Oxford Dictionary serves me exeptionaly well.. it provides the best explanation for words and i get to learn new words through the app,Positive
I usually use this app dictionary to look up some difficul words. I think it's very helpful.,Positive
Very very bad. Stay away. Ads are disruptive and forceful. Get other alternative.,Negative
The app is perfect any thing i search it shows me and i have learnt loots of new words its ok,Positive
A handy app for when you're not sure on the proper usage of a word.,Positive
Its so easy to use it and explore your professionalism in this app.. just love it..,Positive
This application provides an easy and portable access to the Oxford dictionary. Every advocate should download it.,Positive
One of the most helpful app and essentially includes upgradation of its features.,Positive
It's convenient to use this app. This app makes me happy. It's essential for English learner's.,Positive
It's convenient to use this app,Positive
 This app makes me happy,Positive
 It's essential for English learner's,Positive
Easy to use. Clear definitions and usage examples,Positive
 Clear definitions and usage examples,Positive
Very bad system of this dictionary. We cant see meaning while offline mode is on without paid,Negative
Very bad system of this dictionary,Negative
Dont download it! There is no word lookup! You're just prompted to get the paid version.,Negative
This app is very good for readers and easily learn English.,Positive
"""this is very good and also save money and more information and very dest this app kids,man's and woman's more use full this app and rating in I give five star's and all are guys this app download and more use full ok guy's buy""",Positive
This dictionary is amazing and favulous indeed.it Is a wonderful app that pronounces hard words that one can unable to pronounce.,Positive
This dictionary is amazing and favulous indeed,Positive
Very annoying. You have to see an ad before looking for a meaning.,Negative
This is an excellent app not only for me but for all ages very quick and easy to use.,Positive
Always gives an easy to understand meaning of the words. Love the usage example....and..pronouncuation!,Positive
I like this app it is extremely good at helping to solve word puzzles love it,Positive
Very good dictionary covers large number of words with word history and pronunciation.,Positive
I really like the Oxford Dictionary. It is reliable accurate up to date and universal,Positive
I really like the Oxford Dictionary,Positive
 It is reliable accurate up to date and universal,Positive
Ads are disturbing the well functioning of this online dectionary,Negative
It's very good and it help too searching the meaning of words that's why i like it Amazing....Nice app,Positive
"""This app is too good,,it helps me alot and understand things quickly. I really love it.""",Positive
It's an amazing app I have never seen but it can not work in offline mode but I love it,Positive
"""This is a very good app, apart from the word of the day does not meet this standard.""",Positive
"""It is very bad and it don't even works offline, and it takes long to load""",Negative
very poor and difficult to use. Always asking for one to spend just to open dictionary,Negative
"""Easy access, love it. Words of the day is useful.""",Positive
Better app to find meaning of difficult words and it provides different related words for better understanding,Positive
Terrible!! Every click within it is an ad. Ridiculous! Uninstalled.,Negative
Very bad app I downloaded it to use and learn good English but can't use it without data somehow frastrating,Negative
"""Uninstalled immediately after non stop, LONG ads that you're forced to watch and CANNOT SKIP. So disappointed.""",Negative
"""Awesome experience with this app,but it needed ad free for smooth use.""",Positive
The explanations are very explicit and clear. Easy of understanding the meaning.,Positive
The explanations are very explicit and clear,Positive
 Easy of understanding the meaning,Positive
This is great .l can find any word and meaning .lt is very helpful,Positive
"""Its real quick and has more than enough meanings!Wow ,so amazing!""",Positive
It is essential for everyone because it has a huge collection of word and it is so easy to use.,Positive
It is good at keeping the results of your search simple yet useful!,Positive
Best app for English learning,Positive
"""cool app, it makes learning easy.really love it but please the aids and the premium is much""",Positive
Love it! The app word look up function makes reading and learning english so much fun.,Positive
app have slow to pop out and sometimes does not translate.,Negative
"""Great app, really helpful, replies in good layman's terms""",Positive
"""Horribly designed, unreliable and riddled with obnoxious ads.""",Negative
"""Horrible interface, adds and share icons overlapping descriptions.""",Negative
Search is poor concerning misspelled words. I find Google search much better.,Negative
it's undoubtedly wonderful and very useful for the students of secondary standards.,Positive
Most Awesome and Experimental Application. Useful for all communities.,Positive
It's such a good tool to help me while I'm struggling with the difficulty words,Positive
Crashes within micromoments of being opened. Completely unworkable.,Crash Report
This is one of the best apps I've used by far simply understandable and easy to use in everyday life.,Positive
now dictionary is faster opening and access.,Positive
this app helps allot to improve your vocabulary ability and in other areas relatively to English-language.,Positive
"""Oxford dictionary is, in my opinion, among the best available and is absolutely a must for the study of good English,""",Positive
"""It's a very good app, I find it easy for me to know the meaning of word's I don't get to understand myself.""",Positive
Excelent dictionary. Great description of the meaning of words and accessible language.,Positive
Very helpful..and boost my confidence,Positive
Worst app. I have ever seen. It always recommended to download offline content. I had bought premium content.,Negative
"""It has the best content, all words and phrases aare available. Its the best dictionary actually.""",Positive
"""It has the best content, all words and phrases aare available",Positive
 Its the best dictionary actually,Positive
"""this is a great dictionary app, its always at my fingertips finally I could save and mask my embarrassing moments. No hassles""",Positive
It is very useful for school going childrens or students to find their difficulties on this oxford app. Its very intelligent app,Positive
Great fun with word of the day!! Having a dictionary on my phone is wonderful. Thank you!!,Positive
Very helpful for me and my children. Good collection of words with meanings n examples. Thank u,Positive
Wonderful and a useful app,Positive
Very good - easy to use and amazed it's free!,Positive
"""Awesome app, love the word of the day option.""",Positive
Oxford Dictionary of English is very excellent. I love it.,Positive
Excellent app with all correct meanings.Nice app for students and search speed is also very good.,Positive
Just what you would expect from a dictionary and I like the fact it translates.,Positive
Makes it easy to navigate through the english vocabulary.,Positive
third class...poor...ads intruppt so much that u loose the link ..unable to get to hear the pronunciations,Negative
"""It's a good dictionary, it has alot of useful information like the other dictionaries but it comes in handy when copying something u don't knw""",Positive
Quite good for learning new words and their pronunciation.,Positive
"""great , easy to use , with good suggestion""",Positive
"""worst app, no text shows, no translation, only ads, a total waste of time and memory""",Negative
it's very very nice here you can search all the words you want but it doesn't show your name,Positive
It helps me a lot to learn meaning of unknown words. So I like this app.,Positive
its good although there are still existence of various ads but it is useful in my side,Positive
"""Great dictionary, I would have preferred free audio pronunciations...""",Positive
"""Loved this app whenever i want to buy or see new cars the app gives me all ",Positive
Used car price is too expensive in this app...,Personal Experience
I am thinking it is good because we can use this app for details,Positive
"""This app is best and enough to give me proper information about cars.",Positive
"""Very good app with having knowledge about all automobile Brands.",Positive
Could be better it lags sometimes.takes time to load even on 4g network.,Bug Report
takes time to load even on 4g network.,Bug Report
Waste application ........olx is way better than car sadao app,Negative
Waste application ,Negative
Its third class app no used car,Negative
Hang always stupid app...,Negative
Great app for quick information on cars and comparison....,Positive
Genuine app to get information about cars .,Positive
It's really a good app to review the automobiles!!,Positive
Nice app. HATS OFF!?,Positive
Nice app,Positive
Excellent application to know about cars,Positive
Nice to search everything car,Positive
All U want to know about cars is here !!,Positive
It is very useful app .Great work,Positive
It is very useful app ,Positive
Best app regarding car,Positive
Good information for cars very important app,Positive
Very nice application to know about new cars,Positive
Good gives all info about price and on road price,Positive
It is the best car comparing in india and 360 view of interior and exterior features is unbelievable,Positive
Wow app to search and buy car,Positive
Easy Search and Compare. User Friendly.,Positive
Easy Search and Compare,Positive
 User Friendly,Positive
Gud app 4 cars,Positive
"""Wow, amazing app""",Positive
Nice apps for automobiles news.,Positive
Latest features and update models should help much more better.,Feature Suggestion
It's very good app,Positive
This is just the best app to know about your fav car,Positive
Very helpful app to get knowledge of all cars around u..,Positive
This app is easy to use,Personal Experience
Very help ful,Positive
its too good,Positive
Its a very useful.,Positive
It's a nice app,Positive
very usefull app for feel the car and car sound . i love it,Positive
very usefull app for feel the car and car sound ,Positive
 i love it,Positive
Very nice and lovely app Thank you app Love you,Positive
"""very good app, for search u r dreams""",Positive
Best app to plan your car to buy,Positive
Use ful app thanks for car dekho,Positive
Very nice app ty so much,Positive
Good app to know abt cars details,Positive
Very good app for the lovers of cars.,Positive
It's a excellent app for buying any car...,Positive
Awesome job this app,Positive
Very very good,Positive
So far best in its category.,Positive
Good application for exploring cars varients,Positive
Nice reviews and comparison of features and specifications,Positive
Fantastic daily driver for all car info....,Positive
Just awesome.,Positive
Good service,Positive
"""Great app,""",Positive
Superb app to know everything about cars,Positive
nice app.,Positive
It's good,Positive
This app is very useful,Positive
Nice app car dekho,Positive
Perfect prices for new cars,Positive
I fill it is better app,Positive
Good aap for car information,Positive
Great way to feel the cars,Positive
This is best to buy car,Positive
It is the best app of cars,Positive
Amazing car detail apl,Positive
Best app in this segment.... Awesome.,Positive
Best app in this segment,Positive
 Awesome,Positive
I loved this app .,Positive
Really nice App.,Positive
"""Great, just keep it up...""",Appreciation
Very good app ..,Positive
The best app,Positive
Good for car knowledge,Positive
Very good app,Positive
Very nice app,Positive
Best car app,Positive
best car app,Positive
Very useful app,Positive
Nice car reviews,Positive
Nice feature for interiors,Positive
I think is good,Positive
Very good app,Positive
Very useful application,Positive
Superb app,Positive
Super wonderful,Positive
Not bad,Neutral
Useful app,Positive
Informative app,Positive
Best application,Positive
I love it,Positive
Fabulous app,Positive
Amazing app,Positive
Best app,Positive
Excellent application,Positive
Amazing superb,Positive
Incredible,Positive
"""Cardekho a very good tool for any car buyer to filter through the huge ",Positive
"App hang and crashing frequently, Even in 4GB ram.",Crash Report
showing wrong onroad price of ecosport,Personal Experience
Very use ful app One stop solution for all the info on cars.,Positive
It's very easy to get information of car,Positive
Mind-blowing and fantabulos place to find and comapre cars,Positive
Good app and easy to use,Positive
Excellent app with all advance and latest information,Positive
Nice very helpful app for people like me comparisons are the best,Positive
Nice and helpful app,Positive
nyc app with all you need.,Positive
very good and very easy app.,Positive
Its a very helpful app,Positive
Best app for Car buyers to get information and compare cars,Positive
The best platform to see your favourite car,Positive
Very useful car information new and old,Positive
Useful information for new car buyers,Positive
This was suprb,Positive
Nice app to get info.,Positive
A good tool.,Positive
All over good,Positive
Easy information and updated,Positive
It is good App,Positive
very very nice app,Positive
it's a great app,Positive
Its too good....,Positive
Nice experience,Positive
Excellent app,Positive
Awesome app it is,Positive
Comparing is good,Positive
Super excellent,Positive
Very informative,Positive
Awesome application,Positive
Bad,Negative
Really good informative for who does not know about cars,Positive
Good and decent app,Positive
It is very useful to identify good and bad cars,Positive
Great app for car lovers,Positive
"""its a very useful app, i love it.""",Positive
Frequently crashes,Crash Report
"""Great app for automobile ardents!!! The improved UI looks great and ",Positive
"""Excellent app to analyse and compare the Cars before purchase.  But when we put our contact details in reowned car option of app, , So many people disturb us.  It's so much irritating experience""",Positive
"""Excellent app to analyse and compare the Cars before purchase",Positive
"""Waste app, we can't see the seller details many times they block it, even after speaking to the customer service, they said they will resolve it but they didn't even act . The one star given is a minus""",Negative
"""Waste app, we can't see the seller details many times they block it, even after speaking to the customer service, they said they will resolve it but they didn't even act ",Negative
" The one star given is a minus""",Negative
"""Nice app. So much details about cars. Need some improvement and also if you add mini truck, pickup van like vehicles thn it would be much better""",Feature Suggestion
"""Nice app",Positive
 So much details about cars,Positive
"""Good app, helpful to find details variant wise.  Suggestion - if the model startup year can be added then will be helpful. Also if the previous model details can be added then will be awesome.  """,Feature Suggestion
"""Good app, helpful to find details variant wise",Positive
"""The information contained by this app is really useful for car buyers. We were able to compare cars easily by this app, hence we were able to select the car which we want.""",Positive
"""The information contained by this app is really useful for car buyers",Positive
Good app for car reviews And definitely feel the car feature is awesome Also comparison facility is good and all feature are good I find a complete app for car related information and also guidance,Positive
"""Really helpful App for comparing anf finding cars as per your needs.",Positive
This app is really cool it really informs you in what everything u wanna know. Plus it keeps u up to date of what is happening in the car world,Positive
This app is really cool it really informs you in what everything u wanna know,Positive
This is THE BEST APP to know the first hand details of all the cars and to have detailed comparison of various cars.,Positive
"""This team lies and its fake just for their marketing stunt. ",Personal Experience
Good ui with awesome updates of cars. Best part of it is we can have appx estimation of on road price of every car models,Positive
Good ui with awesome updates of cars,Positive
 Best part of it is we can have appx estimation of on road price of every car models,Positive
It cool app our choice car and many other things to use I loved it plse download it,Positive
Very worst app its dosnt dedect the location at all,Negative
This helps us alot to find suitable Car for us cars are also of good quality it finds second hand cars,Positive
its as stupid app which doesn't have chennai in the list.,Negative
Very good UI.. Only problem is you go back to basic search options if clicked back from anypoint.,Positive
Very good UI,Positive
This is the best app all compared car everything is good,Positive
Very cool app to use and would have given more pictures of cars,Positive
"""Its a great app to find your needs like car features specification on road ",Positive
App is not working properly. its the worst app,Negative
 its the worst app,Negative
Awesome app for the car details we get all details price in this good,Positive
I am using this application last 3 years and see lost's of improvement in application good job car dekho now this application is best for new buyers or car lover,Personal Experience
Very useful app well done,Positive
Keeps on crashing as soon as i click on any car,Crash Report
"""I am using this app from quite a time, and I would say the listings and the representation of listings of used cars is awesome, and new cars comparison is also awesome. I loved this app""",Positive
"""I am using this app from quite a time, and I would say the listings and the representation of listings of used cars is awesome, and new cars comparison is also awesome",Positive
" I loved this app""",Positive
Excellent app. One stop destination for all things car.,Positive
Excellent app,Positive
 One stop destination for all things car,Positive
Hate push notifications... Uninstall.,Negative
Hate push notifications,Negative
 Uninstall,Negative
Good to know everthing at one place. Please have chatting box also so that peeople ask suggetions from you too.,Positive
Good to know everthing at one place,Positive
This is very helpful app for everyone.,Positive
"""The information required before purchasing any car, this application is very useful and helpful in making a right decision.""",Positive
This app doesn't even open whenever i try to search a car it the app shows open the app again or send feedback.,Bug Report
Can't able to view images . .,Bug Report
Nice app to have almost all information.,Positive
The perfect app to get information about new& upcoming cars. You can also compare different cars easily!!,Positive
The perfect app to get information about new& upcoming cars,Positive
"""Excellent app, got all relevant details what I looked for about cars, ",Positive
"""Good app, helpful to find details variant wise.""",Positive
Best car searching app,Positive
Pathetic customer care service,Negative
App crashes every time,Crash Report
User focussed app.,Positive
Superb app for cars,Positive
Good App for viewing Car features,Positive
Best car app no doubt,Positive
Usefull and awsmmm app,Positive
"""Good application,not doubt.""",Positive
Slow app,Bug Report
Keep it up guys..,Appreciation
It's simply superb app!!!,Positive
Keep up the good work,Appreciation
This app is fantastic,Positive
Good site for car surching,Positive
Really appreciate this app,Appreciation
Simply superb!!!!!!!!,Positive
Very useful application,Positive
Keep it up,Appreciation
Sensibly created,Positive
"""Nothing is better than car dekho  for cars., if u wnt to buy car new o old ask car deho for research it helps alot.""",Positive
"""Nothing is better than car dekho  for cars",Positive
 if u wnt to buy car new o old ask car deho for research it helps alot,Positive
Made my phone hang up for the first time... immediately after installation.,Bug Report
Suddently stop working after new update...plz fix the problem as soon as possible,Crash Report
"""Crashing always , while selecting city""",Crash Report
"""Need improvement on functioning on   slow network, it crashes several time""",Crash Report
Make some changes its hangas a lot,Bug Report
Lags all the time and then it crashes...,Crash Report
The super apps for car and bike.,Positive
What does standard mean when we browse for airbag in a car ??,Question
Totally disgusting it never updated automatically,Negative
I love the new UI and other improvements... Keep up the great work,Positive
I love the new UI and other improvements,Positive
One place shop for all car need,Positive
Its not working .fix the bug,Bug Report
Proper details given .. !!!!!,Positive
Excellent work done by CarDekho team,Appreciation
Best app all you know here,Positive
app stop unfortunately,Crash Report
Every detail can easily be found...awesome app man!!,Positive
Every detail can easily be found,Positive
awesome app man!!,Positive
Good for information & check on road price in u r city,Positive
Very good informations about new and old cars....!,Positive
Super  app for a super caaaaar,Positive
Nice user interface and 360 experience,Positive
Very innovative,Positive
Keep it up!!!,Appreciation
"""Could not register. Keeps showing that something wrong with my internet conn. But, my net is okay.""",Bug Report
very informative application  for those who intend to buy a vehicle,Positive
Crashes every time..,Crash Report
"""The thumbnails looks stretched while reading the description/news. Also previews of cars in the gallery sections, photos of upcoming cars and similar stuff appears little stretched (awkward resolution). Apart from that it's fantastic. Love to use the app regularly.""",Positive
 Apart from that it's fantastic,Positive
 Love to use the app regularly,Positive
It is really very user friendly. Most importantly its vivid description about any car and the way image section of a car is presented makes it an useful app. 4 stars because nothing is perfect we can xpct more.,Positive
It is really very user friendly,Positive
 Most importantly its vivid description about any car and the way image section of a car is presented makes it an useful app,Positive
 4 stars because nothing is perfect we can xpct more,Positive
"""So much details for each car !!! You don't just see and read but you feel it. Great content of news, always latest and ahead of rest.""",Positive
"""So much details for each car !!! You don't just see and read but you feel it",Positive
" Great content of news, always latest and ahead of rest",Positive
"""The cardekho it best app for the car fully specifications and 3d virtual viewing but it,s not virtual for the new cars only old cars it was only one the difficult other wise it,s good app""",Positive
Your icons for call is really irritating as it covers up the text you're reading also it cannot be placed else where,Bug Report
This app is too good it's very easy to use then most popular cars also present I love it ....,Positive
This is the place where we can get comprehensive reviews and comparison of car. Good Job,Positive
This is the place where we can get comprehensive reviews and comparison of car,Positive
"""It is the best app for gathering information of a car, if want to purchase or refer to some one else about his/her dream car.""",Positive
Full and complete information about all old and new cars,Positive
Very useful for car loving people.,Positive
Innovative app. specially 3D car experience with external and internal  engine sound it surprisingly accurate.,Positive
Innovative app,Positive
 specially 3D car experience with external and internal  engine sound it surprisingly accurate,Positive
Very Nice application with large numbers of verity,Positive
The best application I have ever used. Very user friendly..,Positive
The best application I have ever used,Positive
 Very user friendly,Positive
The best application I have ever used,Positive
Its an one click solution to view type of car make and models,Positive
Gives very good and useful information,Positive
super app...helpful for who want to learn English from basic.,Positive
A very useful app to learn on first hand already learnt & new words everyday.,Positive
amazing app and dictionary! my go too! I had to buy it for the full version.,Positive
yes it is really useful and helpful more then other dictionary.,Positive
excelent and very useful with a wide variety of explanation about words,Positive
it's very nice application I love it and it's a good way to improve English.its awesome,Positive
It crushes too often when using tap translate feature in other apps.,Crash Report
"""It is very useful when you want to look up words, and phrases.""",Positive
"""Incredible, wonderful,lucid, humourous explanation,no one can reach such outstanding which has been made by this dictionary app,""",Positive
Worst app. Full of advertisement and too slow,Negative
Explanation of Meaning is clear. Good examples given.,Positive
"""Dis is rubbish, when u said offline app , den I notice without online d app is not working, so y lie dat is offline app before?""",Negative
fairly convenient. almost all english words found.,Positive
The app is slow with lot of ads. It's a waste of time downloading this app,Negative
The app is slow with lot of ads,Negative
 It's a waste of time downloading this app,Negative
"""Very easy to use, it's gives accurate meaning to my search""",Positive
"""Helpful, informative, reliable are some of the words you can use""",Positive
It is very useful especially when you are stuck or you don't understand something ,Positive
"""Very bad .. If you want to do any thing,You have to buy premium version""",Negative
"""Very informative & useful. Also, each word you encounter, compels you to assess your vocabulary. Good one!""",Positive
Excellent always like to have The Oxford Dictionary handy !,Positive
Been great works the way I expected a dictionary to work. Thanks,Positive
This version of app it's helpful to me why using data to search meaning and words,Positive
Experiencial and apt in explanation of words and terms,Positive
"""Very useful, you don't have to scratch your head for some words' meaning.""",Positive
"""Very accurate and impressive ,educational with very high quality standard.""",Positive
"""Useful, enhances vocabulary and also introduces to some international terms.""",Positive
It has been making words easy for me to use and understand new words,Positive
this app is very nice app to find the meaning of any word . We can easily know the meaning of any word and it is very standard app .,Positive
this app is very nice app to find the meaning of any word ,Positive
Ads are always annoying and tell me if there is any way to use the dictionary in a smart way.,Negative
"""Precise , simple ,user friendly, specific, whatever word you want you get, reliable""",Positive
"""Brilliant app, I use this all the time when playing scrabble""",Positive
"""Handy, easy and very usefull to learn english words everyday.""",Positive
Great app I would love to be able to search offline though!,Positive
Very important app Love using it,Positive
This app is nice tool for every one who likes getting details about complex words,Positive
The apps suck it written offline but could not work when data are off and too much ads dam,Negative
"""Functionable Geologicable Opticable Good,better easier, understandable Useful""",Positive
It's good enough and it's like real Oxford dictionary but it's better if you provide us offline dictionary without money,Positive
this dictionary is fast and efficient.Also very easy to access.,Positive
It is a good wonderful book and it simply modifies the meaning of the word in simple terms.,Positive
The app is good I can search for words offline,Positive
Oxford is easy to use with it's simplicity.,Positive
Easy to use and clear explanations if words and phrases,Positive
Wonderful experience with lots of examples,Positive
I hate this app because they want money for Audio Pronunciation and Ad-Free.,Negative
The voice prompt is very useful,Positive
"""Lots of clutter, definitions can be hard to read""",Negative
I love it!! I improve my vocabulary every day !!,Positive
poor application.. that eats our internet connection as well as bill. it is not offline,Negative
It is very bad don't download this app. It only work if you are in online otherwise it doesn't work properly,Negative
Very intrusive and very noisy ads. Uninstalling.,Negative
it is also very good in the defining words but inferior to the other dic.,Positive
"""easy to use, although not always comprehensive""",Positive
quick and simple interface. gets the job done.,Positive
quick and simple interface,Positive
Excellent App for readers and students to checkup words!!,Positive
So easy to understand the meaning of a word.,Positive
Great dictionary ever found. Only wish it was available offline for free,Positive
love having this app so when I'm reading i can quickly and conveniently check a word,Positive
"""toooooo bad even after reinstalling the app, cant search even a word just rounding simply waste of time""",Negative
"""Very bad app with irritating advertisement, and performance also terrifying .""",Negative
